Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Category,Outlet_Age,MRP_Outlet_Combo,Visibility_MRP_Combo,outlet_item_combo,Type_Age_Outlet_combo
18.0,0,0.019386234,8,126.8994,2,0,1,3083.9856,2,28,126.8994,2.4601014628596,2,56
13.142313953488374,0,0.135226962,8,56.293,2,0,0,113.186,2,40,0.0,7.612331371866,0,0
16.2,0,0.06613202877895107,14,73.4696,0,2,1,2087.9488,0,38,73.4696,4.858693701578023,0,0
13.15,0,0.036729122,5,179.7976,1,0,1,2535.3664,1,26,179.7976,6.6038079857072,1,26
20.6,0,0.045380404,8,148.4392,0,2,1,1789.6704,2,38,148.4392,6.7362308654367995,2,0
11.395,1,0.069587171,10,234.6616,2,0,1,4687.232,1,28,234.6616,16.3294368863336,1,56
6.78,1,0.08573655,6,229.5694,0,2,1,3425.541,1,38,229.5694,19.68248834157,1,0
8.84,1,0.076681143,5,110.7228,1,0,1,1657.842,1,26,110.7228,8.4903508601604,1,26
16.7,0,0.102055777,3,184.0292,2,0,1,3101.2964,1,28,184.0292,18.781242996688402,1,56
13.3,1,0.071856726,6,63.2536,2,1,1,1347.5792,1,18,63.2536,4.5451966037136,1,36
12.6,1,0.063054947,5,102.399,2,1,1,2270.378,1,18,102.399,6.456763517853,1,36
7.6,1,0.142383847,15,172.3448,2,1,1,2556.672,1,21,172.3448,24.5391156344456,1,42
12.6,1,0.03150851,0,170.5764,0,2,1,3779.0808,1,38,170.5764,5.374608205164001,1,0
6.67,1,0.123620492,13,90.0514,1,0,1,1505.3738,1,26,90.0514,11.1321983732888,1,26
10.695,0,0.06375108,9,36.7848,2,1,1,782.9808,2,21,36.7848,2.345070727584,2,42
13.42606890459364,0,0.04461205,4,241.1538,2,0,0,480.7076,1,40,0.0,10.75836538329,0,0
16.6,0,0.122204371,6,173.5738,2,1,1,1911.5118,1,21,173.5738,21.2114770510798,1,42
10.0,1,0.037764307,13,127.2994,2,0,1,642.497,1,28,127.2994,4.8073736225158,1,56
19.1,0,0.092437711,11,185.2608,2,1,1,1470.0864,2,18,185.2608,17.1250842900288,2,36
17.6,0,0.137807013,8,161.792,2,2,0,159.792,2,27,0.0,22.296072247296003,0,0
19.5,1,0.077292302,14,235.3958,1,0,1,6309.7866,0,26,235.3958,18.1942832631316,0,26
10.1,1,0.045763062,13,38.4848,1,0,1,633.8416,1,26,38.4848,1.7611822884576,1,26
8.6,0,0.090558833,9,112.6176,1,2,2,3091.9752,2,16,225.2352,10.1985184312608,4,32
19.7,0,0.041703666,5,109.1912,0,2,1,1637.868,1,38,109.1912,4.5536733349392,1,0
15.35,0,0.014098693,5,37.219,2,1,1,805.618,1,18,37.219,0.524739254767,1,36
5.26,1,0.042008667,0,162.6868,2,1,1,3767.0964,1,18,162.6868,6.8342556064956,1,36
9.8,0,0.106933748,6,175.337,2,1,1,529.311,1,23,175.337,18.749442573076,1,46
16.5,0,0.012663476,8,39.3506,2,1,1,645.1602,2,23,39.3506,0.4983153786856,2,46
10.5,0,0.041387618,6,40.1164,2,1,1,849.5608,1,21,40.1164,1.6603222387352,1,42
13.1,0,0.012148836,11,191.353,1,2,2,1328.271,2,16,382.706,2.324716215108,4,32
12.987879554655871,1,0.005935001,13,98.8358,1,2,3,2010.716,1,40,296.5074,0.5865905718358,3,120
9.3,1,0.014047825,13,196.5084,2,1,1,4364.9848,1,23,196.5084,2.76051561423,1,46
14.3,0,0.026375082,5,79.6302,2,1,1,792.302,1,23,79.6302,2.1002530546764,1,46
13.224769381746812,0,0.06613202877895107,6,55.7298,1,2,3,2804.3496,1,40,167.18939999999998,3.6855247374451867,3,120
10.8,0,0.052174319,14,240.3564,2,1,1,4290.4152,0,23,240.3564,12.540431487291599,0,46
12.277108208955223,1,0.06613202877895107,0,38.1848,2,0,0,37.2848,1,40,0.0,2.5252382925184906,0,0
12.85,0,0.137786856,13,157.763,1,2,2,2659.871,1,16,315.526,21.737667763128,2,32
6.78,0,0.066608487,6,184.624,2,1,1,5406.296,1,21,184.624,12.297525303887998,1,42
9.195,1,0.064002068,5,85.5566,2,1,1,930.1226,1,21,85.5566,5.4757993310488,1,42
7.905,0,0.06406438,7,229.2694,2,0,1,1826.9552,0,28,229.2694,14.688001963972,0,56
17.6,0,0.049345425,13,115.4176,2,1,1,1145.176,1,18,115.4176,5.695330524479999,1,36
15.7,1,0.11521312,3,112.0202,2,1,1,3150.5656,1,18,112.0202,12.906196745024001,1,36
12.867061281337046,1,0.06613202877895107,5,83.7566,2,0,0,253.6698,1,40,0.0,5.538993881627094,0,0
19.2,0,0.099991245,5,112.7886,0,2,1,1779.0176,1,38,112.7886,11.277872535807,1,0
7.405,0,0.015334003,3,92.7146,1,2,2,1185.7898,1,16,185.4292,1.4216859545438,2,32
19.5,1,0.129170642,14,233.9958,2,2,0,467.3916,0,27,0.0,30.2253877113036,0,0
9.195,1,0.051908824,0,78.1644,2,1,1,1414.1592,1,18,78.1644,4.0574220826656,1,36
11.65,0,0.131770922,0,151.1024,2,1,1,1518.024,1,23,151.1024,19.9109025644128,1,46
21.1,0,0.028984804,9,146.1786,0,2,1,3034.0506,2,38,146.1786,4.236958069994399,2,0
8.695,0,0.120211747,9,93.2094,2,1,1,666.4658,2,18,93.2094,11.2048648108218,2,36
7.27,1,0.02076385,3,89.0488,0,2,1,181.0976,1,38,89.0488,1.84899592588,1,0
8.85,0,0.016006626,9,105.6964,0,2,1,210.3928,2,38,105.6964,1.6918427443464,2,0
18.6,0,0.015766712,13,152.9366,2,1,1,1662.5026,1,21,152.9366,2.4113073264592,1,42
13.384736495388669,0,0.024536199,9,144.6102,1,2,3,3791.0652,2,40,433.8306,3.5481846446298,6,120
9.1,1,0.008046878,5,78.7618,1,0,1,402.809,1,26,78.7618,0.6337865956604,1,26
7.975,0,0.014653896,0,82.425,1,0,1,749.025,1,26,82.425,1.2078473777999998,1,26
10.0,0,0.073794811,8,121.444,2,1,1,2516.724,2,18,121.444,8.961937027084,2,36
6.865,0,0.056830682,13,214.0218,2,0,1,5556.7668,1,28,214.0218,12.163004856867602,1,56
16.7,1,0.054618573,15,65.5168,2,1,1,1022.6688,1,21,65.5168,3.5784341235264,1,42
7.285,0,0.052141447,9,174.9054,2,2,0,525.3162,2,27,0.0,9.1198206441138,0,0
8.43,0,0.017360867,14,196.2768,2,1,1,1576.6144,0,23,196.2768,3.4075354199856,0,46
20.2,1,0.196438668,0,194.611,2,2,0,392.822,1,27,0.0,38.229125618148,0,0
8.75,1,0.074743226,6,187.6556,1,0,1,5257.1568,1,26,187.6556,14.025984920965598,1,26
13.224769381746812,0,0.127792701,6,111.1886,1,2,3,4447.544,1,40,333.56579999999997,14.2090915144086,3,120
13.142313953488374,0,0.024358634,8,190.4214,1,2,3,5652.642,2,40,571.2642000000001,4.6384051883676,6,120
9.695,0,0.070431235,7,177.5344,2,1,1,3033.3848,0,21,177.5344,12.503967046984,0,42
7.75,1,0.082930699,5,35.2558,2,0,1,780.9834,1,28,35.2558,2.9237881378042,1,56
19.75,0,0.041330512,6,115.8466,0,2,1,2474.7786,1,38,115.8466,4.7879992914592,1,0
9.8,1,0.235354055,0,50.8008,2,2,0,101.2016,1,27,0.0,11.956174277244001,0,0
11.8,1,0.057746382,10,152.4366,2,1,1,3929.5516,1,18,152.4366,8.8026621343812,1,36
9.8,1,0.045337184,0,36.8874,1,0,1,564.5984,1,26,36.8874,1.6723708410816,1,26
7.42,0,0.020374875,13,248.0092,0,2,1,1245.046,1,38,248.0092,5.05315644885,1,0
20.75,0,0.035568147,14,151.8024,2,2,0,151.8024,0,27,0.0,5.399330078152801,0,0
12.6,1,0.062797771,5,103.999,1,0,1,825.592,1,26,103.999,6.530905386229,1,26
19.75,1,0.018096488,5,179.566,1,2,2,2696.49,1,16,359.132,3.249513964208,2,32
10.895,1,0.009613854,4,122.973,0,2,1,1231.73,1,38,122.973,1.1822444679419999,1,0
16.6,0,0.026645307,5,53.5614,1,2,2,939.4438,1,16,107.1228,1.4271599463498,2,32
6.765,1,0.087753682,5,105.3306,2,1,1,2090.612,1,18,105.3306,9.243147977269201,1,36
13.1,0,0.037657459,6,175.8054,2,1,1,2801.6864,1,23,175.8054,6.620384642478599,1,46
13.384736495388669,0,0.041091215,9,89.5514,1,2,3,3364.9532,2,40,268.6542,3.6797758309510002,6,120
6.155,1,0.095195306,10,213.956,2,1,1,2343.616,1,18,213.956,20.367606890536,1,36
10.65,0,0.048686689,11,164.1526,2,0,1,1808.9786,2,28,164.1526,7.9920465847414,2,56
12.987879554655871,0,0.117091213,13,197.9084,2,0,0,992.042,1,40,0.0,23.1733346188892,0,0
20.25,1,0.022940826,0,241.8538,2,0,1,5768.4912,1,28,241.8538,5.5483259432388,1,56
20.5,0,0.119339241,0,106.0596,2,1,1,970.7364,1,21,106.0596,12.6570721647636,1,42
11.8,1,0.014075334,5,176.8344,0,2,1,3568.688,1,38,176.8344,2.4890032426896,1,0
15.0,0,0.046336634,1,120.0414,0,2,1,3533.4006,1,38,120.0414,5.5623144166476,1,0
13.15,0,0.036641589,5,180.7976,0,2,1,6157.3184,1,38,180.7976,6.6247113513863995,1,0
15.5,1,0.101176316,6,198.9768,1,2,2,4729.8432,1,16,397.9536,20.1317395934688,2,32
13.224769381746812,0,0.035737373,6,260.6278,1,2,3,6501.8699,1,40,781.8833999999999,9.3141529027694,3,120
11.6,1,0.079376029,5,81.7276,2,1,1,1949.4624,1,18,81.7276,6.4872123477004,1,36
14.35,1,0.091054989,5,231.8984,1,0,1,4633.968,1,26,231.8984,21.115506261117602,1,26
13.15,0,0.043852434,13,182.695,2,1,1,4211.185,1,23,182.695,8.01162042963,1,46
10.895,1,0.009620042,4,121.673,2,1,1,1970.768,1,21,121.673,1.170499370266,1,42
10.1,0,0.054939848,8,199.5084,2,1,1,3372.9428,2,18,199.5084,10.9609611707232,2,36
18.7,0,0.014675574,14,50.8324,2,1,1,934.7832,0,18,50.8324,0.7459946477976,0,36
12.15,0,0.14526636,8,224.0404,1,0,1,3375.606,2,26,224.0404,32.545533400944,2,26
10.195,1,0.146662938,5,138.6838,2,0,1,2388.2246,1,28,138.6838,20.339773561004396,1,56
8.575,1,0.071786706,4,193.3794,0,2,1,780.3176,1,38,193.3794,13.882070134256402,1,0
16.5,1,0.133424184,6,102.2332,2,2,0,102.5332,1,27,0.0,13.6403812877088,0,0
9.065,0,0.115799592,5,95.3094,1,2,2,1713.7692,1,16,190.6188,11.0367896337648,2,32
16.6,0,0.027579198,9,178.7344,2,0,1,1605.9096,2,28,178.7344,4.9293514070111994,2,56
11.6,1,0.241055611,4,238.5222,2,2,0,717.0666,1,27,0.0,57.4971146580642,0,0
19.5,0,0.014332439,9,57.1614,1,2,2,1381.535,2,16,114.3228,0.8192622786546,4,32
16.6,0,0.027133398,8,106.2596,2,2,0,215.7192,2,27,0.0,2.8831840181208,0,0
11.85,0,0.132876847,4,98.0726,1,0,1,1076.5986,0,26,98.0726,13.0315778650922,0,26
12.85,0,0.03315162,13,170.6422,0,2,1,2931.5174,1,38,170.6422,5.657065370364,1,0
9.0,0,0.019536981,9,170.0474,1,0,1,4211.185,2,26,170.0474,3.3222128228994,2,26
5.655,0,0.085258864,6,165.85,2,1,1,1830.95,1,21,165.85,14.1401825944,1,42
8.93,0,0.013179388,9,55.1614,2,0,1,939.4438,2,28,55.1614,0.7269934932232001,2,56
15.2,0,0.033592687,9,108.1912,2,1,1,1856.2504,2,21,108.1912,3.6344331177544,2,42
7.655,0,0.05346916,3,114.1492,2,2,0,115.8492,1,27,0.0,6.103461838672,0,0
12.305705009276437,0,0.126831854,3,209.027,1,2,3,4613.994,1,40,627.0809999999999,26.511281946058,3,120
15.5,0,0.103603094,13,143.547,1,0,1,1431.47,1,26,143.547,14.871913334418,1,26
18.7,0,0.104840884,5,122.1072,1,0,1,490.0288,1,26,122.1072,12.8018267907648,1,26
9.5,0,0.042056944,14,31.89,1,2,2,366.19,0,16,63.78,1.34119594416,0,32
13.65,0,0.040049609,5,34.4558,2,1,1,611.2044,1,18,34.4558,1.3799413177822002,1,36
19.5,1,0.03075661,3,86.254,2,1,1,2163.85,1,23,86.254,2.65288063894,1,46
8.71,0,0.06613202877895107,3,46.5376,0,2,1,575.2512,1,38,46.5376,3.077625902503313,1,0
13.42606890459364,1,0.03941584,4,247.8092,2,0,0,498.0184,1,40,0.0,9.767607777728001,0,0
19.6,0,0.024363939,4,46.3718,2,1,1,661.8052,0,18,46.3718,1.1297997065202001,0,36
13.224769381746812,1,0.131443921,6,189.1872,1,2,3,5294.4416,1,40,567.5616,24.867507371011197,3,120
11.8,0,0.058725131,8,82.3618,2,1,1,1208.427,2,21,82.3618,4.8367074943958,2,42
6.715,1,0.122274118,0,40.3454,2,1,1,838.908,1,18,40.3454,4.9331982003572,1,36
19.1,0,0.067239404,9,39.6796,0,2,1,660.4736,2,38,39.6796,2.6680326549584,2,0
20.7,0,0.021464454,0,156.6288,1,0,1,3928.22,1,26,156.6288,3.3619516726752003,1,26
10.195,0,0.112681821,7,113.986,1,2,2,452.744,0,16,227.972,12.844150048506,0,32
20.2,1,0.039469737,2,155.163,2,1,1,782.315,1,18,155.163,6.1242428021310005,1,36
10.8,0,0.061101383,14,151.9024,2,0,1,2580.6408,0,28,151.9024,9.2814467210192,0,56
19.75,0,0.014359584,9,100.8332,1,2,2,1537.998,2,16,201.6664,1.4479228053888,4,32
19.35,0,0.016637301,5,120.9098,1,0,1,1687.1372,1,26,120.9098,2.0116127364498,1,26
7.405,0,0.159843921,4,206.6296,1,2,2,3115.944,1,16,413.2592,33.0284854586616,2,32
15.25,0,0.061308889,9,128.8968,2,1,1,2348.9424,2,23,128.8968,7.9025196036552,2,46
13.384736495388669,0,0.055566935,9,263.591,2,0,0,262.991,2,40,0.0,14.646943963585,0,0
8.895,0,0.026397141,5,207.8954,2,1,1,3542.7218,1,23,207.8954,5.4878441870514,1,46
18.75,0,0.034307348,9,215.2218,2,0,1,4701.8796,2,28,215.2218,7.3836891897864,2,56
20.1,0,0.074627201,4,110.3228,2,0,1,1768.3648,1,28,110.3228,8.2330817704828,1,56
12.35,0,0.041973712,8,35.7216,2,1,1,519.324,2,18,35.7216,1.4993681505792003,2,36
16.85,1,0.080015028,13,111.8544,1,2,2,1677.816,1,16,223.7088,8.9500329479232,2,32
18.25,0,0.10084386,15,166.3526,2,2,0,164.4526,1,27,0.0,16.775638305035997,0,0
17.0,0,0.055519561,4,219.8114,1,0,1,1108.557,1,26,219.8114,12.2038324307954,1,26
12.987879554655871,1,0.012203915,13,133.2284,1,2,3,4350.3372,1,40,399.6852,1.6259080691859997,3,120
14.3,0,0.130946374,0,76.7328,1,2,2,1312.9576,1,16,153.4656,10.0478819268672,2,32
17.6,1,0.041381156,13,35.019,2,0,1,659.142,1,28,35.019,1.449126701964,1,56
12.867061281337046,1,0.04586701,5,37.9506,1,2,3,910.8144,1,40,113.8518,1.740680549706,3,120
20.25,0,0.036474041,4,218.3482,1,2,2,2409.5302,0,16,436.6964,7.964041199076199,0,32
18.0,0,0.039231652,13,145.1418,2,1,1,2648.5524,1,18,145.1418,5.6941525882535995,1,36
16.35,0,0.013393537,11,106.028,2,1,1,1065.28,2,23,106.028,1.4200899410360002,2,46
14.0,1,0.031444357,3,53.764,2,1,1,798.96,1,18,53.764,1.690574409748,1,36
5.78,0,0.014555066,14,145.2102,2,0,1,3062.0142,0,28,145.2102,2.1135440448732,0,56
21.0,0,0.082526478,13,191.8478,2,2,0,774.9912,1,27,0.0,15.832523246048401,0,0
13.65,1,0.080765853,5,262.8936,1,0,1,4958.8784,1,26,262.8936,21.2328258522408,1,26
12.3,1,0.17797002,6,173.1396,2,2,0,697.7584,1,27,0.0,30.813658074792002,0,0
12.35,1,0.03382933,10,196.9426,2,1,1,2768.3964,1,23,196.9426,6.662436206458,1,46
11.8,0,0.11397026,14,185.1924,2,1,1,2591.2936,0,18,185.1924,21.106425978024,0,36
19.7,0,0.038729457,7,127.3362,2,1,1,755.0172,0,21,127.3362,4.9316618824434,0,42
10.1,0,0.032075379,3,50.9008,0,2,1,354.2056,1,38,50.9008,1.6326624514032,1,0
12.305705009276437,0,0.196490902,3,120.544,2,0,0,479.376,1,40,0.0,23.685799290688,0,0
17.85,0,0.146305498,1,94.1436,0,2,1,1607.2412,1,38,94.1436,13.773726281512802,1,0
20.7,0,0.026877471,9,74.6354,0,2,1,1053.2956,2,38,74.6354,2.0060107990734,2,0
8.89,0,0.005474515,5,99.7016,2,0,1,1922.8304,1,28,99.7016,0.545817904724,1,56
14.5,0,0.064048405,3,153.4682,2,1,1,1677.1502,1,21,153.4682,9.829393428221,1,42
9.0,0,0.032203667,9,100.8016,2,1,1,1113.2176,2,18,100.8016,3.2461811594671994,2,36
13.35,0,0.017857847,4,77.5012,1,2,2,1518.024,0,16,155.0024,1.3840045719164,0,32
6.675,0,0.041921462,13,92.3462,2,0,1,2406.2012,1,28,92.3462,3.8712877141443998,1,56
10.3,1,0.024875871,0,173.0422,0,2,1,2069.3064,1,38,173.0422,4.304575444756201,1,0
12.305705009276437,1,0.028139761,3,173.7422,1,2,3,3621.2862,1,40,521.2266,4.8890639836142,3,120
17.1,1,0.073997843,6,207.0638,0,2,1,4969.5312,1,38,207.0638,15.322274563383397,1,0
14.15,0,0.020798905,6,123.6046,1,2,2,1245.046,1,16,247.2092,2.570840332963,2,32
10.8,0,0.052363244,14,236.5564,2,1,1,5243.8408,0,18,236.5564,12.3868604929616,0,36
8.5,0,0.098283459,3,51.3324,1,2,2,934.7832,1,16,102.6648,5.0451258307716005,2,32
6.215,0,0.012138795,6,39.2848,0,2,1,521.9872,1,38,39.2848,0.476870133816,1,0
17.5,0,0.06613202877895107,13,253.0356,2,1,1,4578.0408,1,21,253.0356,16.733757581299148,1,42
20.7,0,0.042923652,4,178.3028,2,1,1,1062.6168,1,23,178.3028,7.653407337825599,1,46
8.975,1,0.009058845,3,103.399,2,0,1,2579.975,1,28,103.399,0.9366755141549999,1,56
20.5,1,0.032136417,5,83.9592,2,2,0,165.1184,1,27,0.0,2.6981478621863997,0,0
13.65,0,0.065898197,5,46.1402,1,2,2,459.402,1,16,92.2804,3.0405559892194,2,32
13.1,0,0.075731322,4,167.5158,2,1,1,1504.0422,1,23,167.5158,12.686192989887601,1,46
4.615,1,0.101812521,3,232.23,2,1,1,5126.66,1,21,232.23,23.64392175183,1,42
12.3,1,0.106327251,6,172.8396,2,0,1,2616.594,1,28,172.8396,18.3775595319396,1,56
13.853284671532847,0,0.080933328,11,37.519,1,2,3,842.237,2,40,112.55699999999999,3.036537533232,6,120
19.2,0,0.100055601,5,112.4886,2,1,1,1223.0746,1,21,112.4886,11.2551144786486,1,42
20.1,1,0.054540159,5,152.1366,1,0,1,755.683,1,26,152.1366,8.297554353719399,1,26
11.5,1,0.037723476,13,109.5254,1,2,2,1953.4572,1,16,219.0508,4.1316787982904,2,32
9.3,0,0.14897741,3,143.0786,2,2,0,288.9572,1,27,0.0,21.315479254426,0,0
15.2,1,0.104201019,6,176.5054,1,2,2,2976.7918,1,16,353.0108,18.392042539002603,2,32
12.65,1,0.076198809,5,191.3846,2,1,1,2675.1844,1,23,191.3846,14.583278580941402,1,46
11.1,0,0.010639596,3,84.1908,2,1,1,755.0172,1,21,84.1908,0.8957560989167999,1,42
13.384736495388669,0,0.025039776,9,102.7332,2,0,0,410.1328,2,40,0.0,2.5724163157632,0,0
12.987879554655871,0,0.086326707,13,192.6478,2,0,0,387.4956,1,40,0.0,16.6306501847946,0,0
19.2,0,0.041220035,9,131.231,2,1,1,3635.268,2,21,131.231,5.409346413085,2,42
19.75,0,0.01247354,6,187.5872,2,1,1,1323.6104,1,23,187.5872,2.339876442688,1,46
6.135,0,0.079132212,14,112.686,2,1,1,2942.836,0,23,112.686,8.917092441432,0,46
12.5,0,0.020693809,1,199.1742,2,1,1,4379.6324,1,21,199.1742,4.121672852527801,1,42
7.235,0,0.10016525,13,193.9452,2,1,1,2936.178,1,23,193.9452,19.4265694443,1,46
15.85,0,0.057302606,13,53.3956,2,1,1,600.5516,1,21,53.3956,3.0597070289336,1,42
9.895,1,0.048761046,5,260.5278,2,1,1,6501.8699,1,23,260.5278,12.703608040078802,1,46
20.75,0,0.06613202877895107,14,153.0024,2,1,1,2428.8384,0,21,153.0024,10.118359120048583,0,42
10.8,0,0.052149675,14,239.9564,1,0,1,3813.7024,0,26,239.9564,12.51364827417,0,26
8.76,0,0.050130529,8,128.3336,1,0,1,2556.672,2,26,128.3336,6.4334312564744,2,26
16.1,1,0.024987903,6,97.341,1,0,1,1255.033,1,26,97.341,2.4323474659229998,1,26
7.1,0,0.109990885,6,172.908,2,1,1,2769.728,1,21,172.908,19.018303943579998,1,42
19.35,1,0.049736267,6,76.8644,2,1,1,1571.288,1,23,76.8644,3.8229483211948003,1,46
16.7,1,0.117026714,0,189.2214,2,2,0,188.4214,1,27,0.0,22.143958660479598,0,0
9.5,1,0.035121963,6,168.6448,0,2,1,1022.6688,1,38,168.6448,5.9231364257424,1,0
8.43,0,0.017311312,14,197.8768,0,2,1,3744.4592,0,38,197.8768,3.4255070223615998,0,0
14.15,0,0.008811818,9,196.511,2,1,1,2749.754,2,23,196.511,1.7316191669980001,2,46
5.44,0,0.025583714,4,239.1538,1,2,2,480.7076,1,16,478.3076,6.1184424212132,2,32
7.35,1,0.014353174,6,242.6512,0,2,1,969.4048,1,38,242.6512,3.4828148949088,1,0
11.346936274509806,1,0.054220618,1,129.131,1,2,3,4933.578,1,40,387.39300000000003,7.001562622958,3,120
20.1,1,0.054410179,5,151.3366,0,2,1,2720.4588,1,38,151.3366,8.234251495251401,1,0
12.0,0,0.033974436,3,181.8976,2,0,1,4527.44,1,28,181.8976,6.1798683697536,1,56
21.25,0,0.009996872,10,185.5608,2,1,1,3123.9336,1,21,185.5608,1.8550275658176,1,42
8.3,1,0.030212499,0,98.0384,2,1,1,2857.6136,1,23,98.0384,2.9619850619615997,1,46
10.1,0,0.027217468,10,76.067,2,1,1,1454.773,1,18,76.067,2.070351138356,1,36
14.15,0,0.038123176,15,123.5046,2,1,1,1992.0736,1,18,123.5046,4.7083876026096,1,36
9.0,0,0.079506434,3,78.3644,2,1,1,1728.4168,1,23,78.3644,6.2304739965496,1,46
12.15,0,0.021811987,1,163.6184,1,2,2,2311.6576,1,16,327.2368,3.5688424137608004,2,32
13.42606890459364,0,0.082150145,4,192.9504,1,2,3,6501.8699,1,40,578.8512000000001,15.850903337807999,3,120
12.987879554655871,0,0.036012919,13,148.0734,2,0,0,593.8936,1,40,0.0,5.3325553602546,0,0
20.0,1,0.028167478,6,45.5744,1,0,1,452.744,1,26,45.5744,1.2837159093631998,1,26
6.71,1,0.029560451,0,65.8142,2,0,1,856.8846,1,28,65.8142,1.9454974342042002,1,56
12.867061281337046,0,0.039631495,5,31.9558,1,2,3,984.7182,1,40,95.8674,1.266456127921,3,120
7.365,0,0.04280099,6,228.372,2,1,1,2037.348,1,18,228.372,9.77454768828,1,36
7.935,0,0.017141985,4,50.035,0,2,1,149.805,1,38,50.035,0.8576992194749998,1,0
12.6,0,0.056394771,12,51.3982,2,1,1,473.3838,1,18,51.3982,2.8985897188122003,1,36
17.6,0,0.056379439,5,42.7454,1,0,1,293.6178,1,26,42.7454,2.4099616718306,1,26
19.0,0,0.129534812,9,190.1872,1,0,1,5105.3544,2,26,190.1872,24.635863196806397,2,26
7.5,0,0.036439878,8,175.3028,2,1,1,3010.7476,2,18,175.3028,6.3880126450584,2,36
13.35,0,0.06613202877895107,4,77.6012,2,0,1,986.7156,0,28,77.6012,5.131924791681138,0,56
8.6,0,0.090191431,9,112.9176,2,0,1,458.0704,2,28,112.9176,10.1841999290856,2,56
12.987879554655871,0,0.30374337,13,196.011,2,0,0,589.233,1,40,0.0,59.53704169707,0,0
10.5,1,0.022590318,13,140.6154,2,2,0,283.6308,1,27,0.0,3.1765466016972,0,0
9.0,0,0.082011521,5,213.3534,2,0,1,1935.4806,1,28,213.3534,17.4974368445214,1,56
4.61,0,0.122843005,7,172.4396,1,0,1,1569.9564,0,26,172.4396,21.182998644998,0,26
10.895,1,0.05432142,5,146.2102,2,2,0,437.4306,1,27,0.0,7.9423456824839995,0,0
17.6,0,0.049144165,13,112.7176,1,0,1,1717.764,1,26,112.7176,5.539412332804,1,26
11.65,0,0.040577878,6,188.224,1,0,1,1304.968,1,26,188.224,7.637730508671999,1,26
19.1,0,0.067400032,9,41.9796,1,0,1,784.3124,2,26,41.9796,2.8294263833472,2,26
17.2,1,0.012036432,3,165.7184,2,1,1,1816.3024,1,23,165.7184,1.9946582527488,1,46
16.5,0,0.073977473,3,206.8638,2,1,1,2070.638,1,23,206.8638,15.303261179177401,1,46
15.6,0,0.143396175,2,128.0994,2,1,1,2184.4898,1,23,128.0994,18.368963979794998,1,46
9.0,0,0.03201648,9,99.6016,2,1,1,1922.8304,2,21,99.6016,3.188892634368,2,42
15.0,0,0.058346234,13,44.0744,0,2,1,633.8416,1,38,44.0744,2.5715752558096,1,0
11.346936274509806,0,0.14571827,1,94.3436,1,2,3,2269.0464,1,40,283.0308,13.747586177572,3,120
12.5528431372549,0,0.055806016,12,52.4982,1,2,3,1209.7586,1,40,157.4946,2.9297153891712,3,120
6.195,0,0.072097449,13,119.3098,1,0,1,1205.098,1,26,119.3098,8.6019322207002,1,26
20.2,1,0.117543713,0,197.311,1,0,1,3338.987,1,26,197.311,23.192667555743,1,26
20.7,0,0.048718334,6,38.7506,0,2,1,227.7036,1,38,38.7506,1.8878646735004,1,0
20.25,0,0.0591756,9,245.046,1,2,2,4680.574,2,16,490.092,14.5007440776,4,32
7.655,0,0.031918284,3,117.7492,0,2,1,695.0952,1,38,117.7492,3.7583524063727998,1,0
13.224769381746812,1,0.095587976,6,193.982,2,0,0,579.246,1,40,0.0,18.542346760432,0,0
5.92,1,0.019308607,14,49.0692,2,1,1,1478.076,0,18,49.0692,0.9474578986044,0,36
18.75,0,0.023974769,4,99.0042,2,1,1,694.4294,0,18,99.0042,2.3736028250298,0,36
9.395,1,0.100602552,0,88.3856,2,1,1,703.0848,1,23,88.3856,8.8918169200512,1,46
13.35,0,0.091189915,13,149.3708,2,1,1,4514.124,1,21,149.3708,13.621110555482,1,42
12.81734421364985,1,0.077480627,10,101.399,2,0,0,206.398,1,40,0.0,7.856458097172999,0,0
19.2,0,0.129731747,9,196.211,2,2,0,589.233,2,27,0.0,25.454795810617004,0,0
19.0,1,0.103363904,6,226.172,0,2,1,3169.208,1,38,226.172,23.378020895488,1,0
14.15,0,0.020714523,6,124.2046,2,0,1,2490.092,1,28,124.2046,2.5728390434058,1,56
20.85,1,0.062212713,0,88.1514,2,1,1,1151.1682,1,21,88.1514,5.4841377487482,1,42
8.63,0,0.031271134,13,186.0582,2,1,1,3900.9222,1,18,186.0582,5.8182509039988,1,36
16.7,0,0.026729068,9,248.4776,1,2,2,6439.6176,2,16,496.9552,6.6415746668768,4,32
7.895,1,0.094567181,2,104.5332,2,0,1,1845.5976,1,28,104.5332,9.8854100449092,1,56
7.72,0,0.05193741,6,77.9986,0,2,1,934.7832,1,38,77.9986,4.051045267626,1,0
5.615,0,0.126480422,8,121.573,2,1,1,3202.498,2,18,121.573,15.376604343806001,2,36
7.05,1,0.055644887,1,224.9088,1,0,1,2684.5056,1,26,224.9088,12.5150247613056,1,26
14.35,0,0.028519419,8,109.2228,2,2,0,221.0456,2,27,0.0,3.1149707975532004,0,0
8.52,0,0.027101431,14,151.7682,1,0,1,2439.4912,0,26,151.7682,4.1131354002942,0,26
